"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"870","Cameron Butler","CBJ","R","1","0.9","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","1","0","0","0","100.00","3","0","0","100.00"
"538","Cale Fleury","SEA","D","1","13.35","20","5","80.00","16","4","80.00","8","3","72.73","1","0","100.00","0.88","0.21","80.59","11","3","78.57","2","1","66.67","1","0","100.00","9","2","81.82","0","0","-","14","2","87.50","0","0","-","12.50","100.00","1.125","2","1","0","13","100.00","8","3","0","100.00"
"245","Jayson Megna","BOS","C","1","11.466666666667","13","4","76.47","8","4","66.67","6","4","60.00","0","0","-","0.31","0.17","63.87","5","3","62.50","1","1","50.00","0","0","-","4","2","66.67","0","0","-","7","0","100.00","0","0","-","0.00","100.00","1.000","0","0","1","13","0.00","0","1","1","0.00"
"917","Ondrej Pavel","COL","C","2","12.2","15","5","75.00","9","3","75.00","6","3","66.67","0","1","0.00","0.68","0.11","86.01","8","1","88.89","3","0","100.00","0","0","-","5","1","83.33","0","0","-","7","3","70.00","0","1","0.00","0.00","66.67","0.667","1","4","0","15","100.00","3","6","1","75.00"
"798","Mavrik Bourque","DAL","C","1","10.316666666667","20","7","74.07","13","5","72.22","7","4","63.64","0","0","-","0.66","0.2","77.02","6","3","66.67","3","1","75.00","0","0","-","3","2","60.00","0","0","-","14","6","70.00","0","0","-","0.00","100.00","1.000","2","4","3","7","40.00","4","4","3","57.14"
"697","Kirby Dach","MTL","C","2","16.433333333333","19","8","70.37","13","8","61.90","8","6","57.14","2","0","100.00","0.59","0.33","63.83","7","2","77.78","5","2","71.43","2","0","100.00","2","0","100.00","0","0","-","10","7","58.82","0","0","-","25.00","100.00","1.250","2","5","0","11","100.00","3","6","3","50.00"
"918","Cole McWard","VAN","D","1","9.0833333333333","9","4","69.23","4","4","50.00","2","2","50.00","0","0","-","0.31","0.29","51.13","2","3","40.00","1","2","33.33","0","0","-","1","1","50.00","0","0","-","8","1","88.89","0","0","-","0.00","100.00","1.000","1","1","0","10","100.00","3","1","1","75.00"
"498","Brett Murray","BUF","L","2","15.833333333333","10","5","66.67","8","5","61.54","8","2","80.00","0","1","0.00","0.31","0.14","69.44","3","2","60.00","1","0","100.00","0","0","-","2","2","50.00","0","1","0.00","10","4","71.43","0","0","-","0.00","50.00","0.500","4","4","0","14","100.00","8","5","2","80.00"
"781","Vasily Ponomarev","CAR","C","2","19.183333333333","29","15","65.91","20","11","64.52","12","7","63.16","2","1","66.67","1.8","0.66","73.20","18","9","66.67","7","2","77.78","1","0","100.00","11","7","61.11","1","1","50.00","12","6","66.67","0","0","-","16.67","85.71","1.024","2","1","2","16","50.00","5","3","2","71.43"
"913","Bradly Nadeau","CAR","L","1","17.116666666667","18","10","64.29","14","8","63.64","8","5","61.54","0","3","0.00","0.56","0.46","54.71","9","5","64.29","2","3","40.00","0","1","0.00","7","2","77.78","0","1","0.00","8","4","66.67","0","1","0.00","0.00","40.00","0.400","1","1","3","12","25.00","2","4","3","40.00"
"144","Jesper Fast","CAR","R","73","820.65","1013","578","63.67","685","420","61.99","433","287","60.14","23","25","47.92","41.46","25.96","61.50","439","249","63.81","197","107","64.80","15","14","51.72","242","142","63.02","3","7","30.00","602","352","63.10","5","4","55.56","5.31","91.29","0.966","144","280","130","550","52.55","273","348","256","51.61"
"30","Jordan Staal","CAR","C","80","993.98333333333","1258","726","63.41","851","521","62.03","538","372","59.12","33","44","42.86","50.53","29.58","63.07","563","304","64.94","247","127","66.04","23","21","52.27","316","177","64.10","5","16","23.81","739","496","59.84","5","7","41.67","6.13","88.17","0.943","163","349","211","657","43.58","307","446","398","43.55"
"521","Dylan Coghlan","CAR","D","1","16.366666666667","19","11","63.33","17","8","68.00","11","8","57.89","0","2","0.00","1.48","0.49","75.18","12","6","66.67","9","3","75.00","0","1","0.00","3","3","50.00","0","1","0.00","7","5","58.33","0","0","-","0.00","75.00","0.750","1","2","1","12","50.00","3","5","2","60.00"
"225","Jordan Martinook","CAR","L","82","1053.4833333333","1297","801","61.82","883","573","60.65","552","395","58.29","41","45","47.67","50.93","32.59","60.98","555","337","62.22","238","141","62.80","26","24","52.00","317","196","61.79","9","15","37.50","788","517","60.38","6","6","50.00","7.43","88.61","0.960","169","355","202","688","45.55","324","446","392","45.25"
"837","Scott Morrow","CAR","D","2","36.283333333333","41","26","61.19","31","20","60.78","22","16","57.89","1","4","20.00","1.91","0.96","66.65","16","9","64.00","6","5","54.55","0","2","0.00","10","4","71.43","1","1","50.00","28","17","62.22","0","1","0.00","4.55","75.00","0.795","3","8","2","23","60.00","9","12","5","64.29"
"447","Jalen Chatfield","CAR","D","72","1036.1","1150","734","61.04","844","540","60.98","552","389","58.66","50","35","58.82","49.64","33.92","59.41","481","327","59.53","177","145","54.97","26","21","55.32","304","182","62.55","13","10","56.52","729","423","63.28","11","4","73.33","9.06","91.00","1.001","146","235","92","811","61.34","354","367","238","59.80"
"633","Jack Drury","CAR","C","74","790.9","909","585","60.84","640","429","59.87","411","298","57.97","32","27","54.24","35.61","24.74","59.01","349","256","57.69","136","104","56.67","22","9","70.97","213","152","58.36","6","16","27.27","598","341","63.68","4","2","66.67","7.79","90.94","0.987","154","183","76","614","66.96","285","248","178","61.56"
"440","Adam Gaudette","STL","C","2","19.6","17","11","60.71","10","7","58.82","6","6","50.00","1","1","50.00","0.77","0.31","71.24","8","5","61.54","4","2","66.67","1","0","100.00","4","3","57.14","0","0","-","8","5","61.54","0","1","0.00","16.67","83.33","1.000","2","3","2","22","50.00","5","4","3","62.50"
"595","Marián Studenic","SEA","R","2","15.816666666667","17","11","60.71","15","7","68.18","9","7","56.25","0","1","0.00","0.78","0.52","59.76","6","7","46.15","4","3","57.14","0","1","0.00","2","4","33.33","0","0","-","12","6","66.67","0","0","-","0.00","85.71","0.857","3","1","1","18","75.00","3","6","2","60.00"
"183","Stefan Noesen","CAR","R","81","820.78333333333","953","617","60.70","682","444","60.57","438","302","59.19","40","22","64.52","40.42","28.38","58.75","402","275","59.38","162","124","56.64","25","9","73.53","240","151","61.38","10","10","50.00","608","374","61.91","5","3","62.50","9.13","92.72","1.018","176","202","86","664","67.18","309","280","205","60.12"
"232","Jaccob Slavin","CAR","D","81","1381.8833333333","1762","1148","60.55","1239","851","59.28","781","584","57.22","64","49","56.64","75.08","51.42","59.35","780","512","60.37","312","219","58.76","40","22","64.52","468","293","61.50","18","22","45.00","1027","679","60.20","6","5","54.55","8.19","91.61","0.998","166","260","150","1038","52.53","468","438","398","54.04"
"4","Brent Burns","CAR","D","82","1276.6833333333","1621","1071","60.22","1117","788","58.64","716","538","57.10","64","44","59.26","65.89","46.63","58.56","705","471","59.95","290","196","59.67","41","19","68.33","415","275","60.14","17","20","45.95","951","658","59.11","6","5","54.55","8.94","91.82","1.008","166","243","152","980","52.20","433","423","395","52.29"
"94","Mattias Ekholm","EDM","D","79","1364.35","1652","1099","60.05","1217","806","60.16","853","577","59.65","88","49","64.23","83.91","53.53","61.05","860","551","60.95","378","222","63.00","57","30","65.52","482","329","59.43","18","14","56.25","966","602","61.61","13","5","72.22","10.32","91.51","1.018","221","239","162","836","57.70","534","375","367","59.27"
"92","Dmitry Orlov","CAR","D","82","1274.5833333333","1424","948","60.03","1028","698","59.56","662","501","56.92","53","44","54.64","58.04","43.79","57.00","598","437","57.78","226","185","54.99","26","24","52.00","372","252","59.62","16","16","50.00","892","543","62.16","11","4","73.33","8.01","91.22","0.992","171","261","112","945","60.42","424","407","288","59.55"
"623","Evan Bouchard","EDM","D","81","1456.9166666667","1744","1161","60.03","1294","851","60.33","920","608","60.21","94","58","61.84","90.36","56.15","61.67","901","580","60.84","399","229","63.54","64","35","64.65","502","351","58.85","18","18","50.00","1019","637","61.53","12","5","70.59","10.22","90.46","1.007","232","252","163","866","58.73","568","395","375","60.23"
"177","Dougie Hamilton","N.J","D","20","349.16666666667","460","311","59.66","313","242","56.40","222","179","55.36","15","18","45.45","20.36","15.35","57.02","215","135","61.43","86","60","58.90","10","12","45.45","129","75","63.24","2","4","33.33","263","182","59.10","3","2","60.00","6.76","89.94","0.967","48","76","30","303","61.54","124","109","91","57.67"
"381","Connor McDavid","EDM","C","76","1233.2666666667","1532","1045","59.45","1137","773","59.53","815","563","59.14","90","57","61.22","81.12","49.96","61.88","827","529","60.99","365","199","64.72","60","28","68.18","462","330","58.33","20","22","47.62","876","571","60.54","10","7","58.82","11.04","89.88","1.009","270","222","121","698","69.05","507","336","306","62.36"
"208","Teuvo Teravainen","CAR","L","76","910.8","1068","729","59.43","784","550","58.77","499","395","55.82","38","29","56.72","44.23","33.97","56.56","442","342","56.38","164","145","53.07","19","16","54.29","278","197","58.53","14","9","60.87","698","429","61.93","5","4","55.56","7.62","92.66","1.003","188","191","115","690","62.05","339","292","256","56.97"
"630","Jesperi Kotkaniemi","CAR","C","79","907.25","1107","764","59.17","796","562","58.62","525","401","56.70","37","36","50.68","47.75","37.59","55.95","473","365","56.44","182","169","51.85","18","17","51.43","291","196","59.75","8","15","34.78","676","410","62.25","11","4","73.33","7.05","91.02","0.981","165","185","89","709","64.96","328","287","215","60.41"
"769","Dylan Holloway","EDM","L","38","420.21666666667","458","316","59.17","305","237","56.27","213","161","56.95","13","14","48.15","19.63","15.21","56.34","193","143","57.44","91","59","60.67","6","9","40.00","102","84","54.84","2","3","40.00","258","186","58.11","5","2","71.43","6.10","91.30","0.974","63","106","46","329","57.80","111","146","96","53.62"
"131","Zach Hyman","EDM","L","80","1233.3333333333","1550","1070","59.16","1146","772","59.75","812","562","59.10","90","50","64.29","83.38","49.9","62.56","828","549","60.13","377","195","65.91","58","27","68.24","451","354","56.02","23","19","54.76","876","572","60.50","9","4","69.23","11.08","91.10","1.022","279","237","135","744","67.39","504","325","321","61.09"
"631","Andrei Svechnikov","CAR","R","59","798.5","995","687","59.16","725","536","57.49","462","384","54.61","37","26","58.73","43.16","33.39","56.38","429","323","57.05","159","143","52.65","19","14","57.58","270","180","60.00","12","10","54.55","616","399","60.69","6","2","75.00","8.01","93.23","1.012","156","139","109","606","58.87","297","213","234","55.93"
"578","Filip Chytil","NYR","C","10","136.5","147","103","58.80","107","83","56.32","72","56","56.25","7","8","46.67","6.54","5.12","56.09","74","46","61.67","26","22","54.17","4","6","40.00","48","24","66.67","3","0","100.00","66","60","52.38","0","2","0.00","9.72","85.71","0.954","20","22","6","119","76.92","35","35","15","70.00"
"776","Seth Jarvis","CAR","C","81","1052.9833333333","1223","865","58.57","870","621","58.35","563","418","57.39","58","35","62.37","49.01","35.91","57.71","544","388","58.37","223","143","60.93","30","15","66.67","321","245","56.71","20","16","55.56","766","529","59.15","8","4","66.67","10.30","91.63","1.019","222","243","141","730","61.16","389","341","321","54.79"
"894","Shane Wright","SEA","C","8","89.083333333333","107","76","58.47","73","58","55.73","43","44","49.43","5","4","55.56","5.32","3.09","63.25","42","40","51.22","20","13","60.61","2","2","50.00","22","27","44.90","2","2","50.00","76","40","65.52","1","0","100.00","11.63","90.91","1.025","19","16","7","74","73.08","44","24","15","74.58"
"287","Aleksander Barkov","FLA","C","73","928.35","1099","782","58.43","769","561","57.82","534","376","58.68","53","23","69.74","48.14","30.69","61.07","505","354","58.79","198","127","60.92","27","11","71.05","307","227","57.49","12","8","60.00","681","484","58.45","14","4","77.78","9.93","93.88","1.038","192","240","175","671","52.32","332","326","310","51.71"
"316","Aaron Ekblad","FLA","D","51","783.61666666667","958","683","58.38","647","515","55.68","432","352","55.10","34","16","68.00","40.86","28.82","58.64","430","294","59.39","179","126","58.69","18","9","66.67","251","168","59.90","7","6","53.85","566","429","56.88","8","1","88.89","7.87","95.45","1.033","97","161","116","609","45.54","247","240","252","49.50"
"285","Brett Pesce","CAR","D","70","1193.85","1406","1003","58.36","989","741","57.17","630","515","55.02","46","50","47.92","56.68","46.81","54.77","621","460","57.45","247","196","55.76","27","22","55.10","374","264","58.62","11","23","32.35","873","585","59.88","8","5","61.54","7.30","90.29","0.976","163","226","147","856","52.58","439","399","355","55.29"
"359","Gustav Forsling","FLA","D","79","1349.2333333333","1637","1170","58.32","1110","877","55.86","771","608","55.91","69","34","66.99","68.3","51.66","56.93","740","523","58.59","314","220","58.80","34","16","68.00","426","303","58.44","19","14","57.58","948","708","57.25","16","4","80.00","8.95","94.41","1.034","165","285","168","1015","49.55","411","424","408","50.18"
"428","Evan Rodrigues","FLA","C","80","1007","1180","845","58.27","822","620","57.00","562","422","57.11","46","23","66.67","48.79","36.37","57.29","494","377","56.72","206","155","57.06","26","13","66.67","288","222","56.47","9","5","64.29","753","500","60.10","11","5","68.75","8.19","94.55","1.027","207","231","166","727","55.50","345","316","295","53.91"
"198","Brady Skjei","CAR","D","80","1361.1333333333","1579","1134","58.20","1121","851","56.85","721","605","54.37","50","46","52.08","63.59","54.09","54.04","656","531","55.27","269","237","53.16","27","24","52.94","387","294","56.83","14","18","43.75","1025","669","60.51","9","4","69.23","6.93","92.40","0.993","183","253","161","995","53.20","493","453","419","54.06"
"567","Martin Necas","CAR","C","77","1083.7833333333","1332","961","58.09","959","727","56.88","626","534","53.97","46","52","46.94","55.66","48.95","53.21","564","459","55.13","207","214","49.17","27","26","50.94","357","245","59.30","11","20","35.48","795","514","60.73","8","6","57.14","7.35","90.26","0.976","164","184","75","847","68.62","350","299","228","60.55"
"843","Logan Stankoven","DAL","C","24","311.56666666667","395","286","58.00","276","199","58.11","191","133","58.95","19","11","63.33","18.7","11.41","62.11","198","123","61.68","84","54","60.87","11","6","64.71","114","69","62.30","6","2","75.00","230","183","55.69","2","3","40.00","9.95","91.73","1.017","56","60","50","248","52.83","113","92","110","50.67"
"695","Ronnie Attard","PHI","D","12","160.45","188","137","57.85","140","87","61.67","91","60","60.26","6","5","54.55","7.88","6.49","54.81","78","61","56.12","31","31","50.00","1","1","50.00","47","30","61.04","3","2","60.00","122","77","61.31","2","2","50.00","6.59","91.67","0.983","18","34","14","157","56.25","52","48","26","66.67"
"201","Mark Jankowski","NSH","C","32","353.15","405","296","57.77","301","207","59.25","206","154","57.22","18","7","72.00","19.76","11.77","62.67","204","133","60.53","83","50","62.41","10","2","83.33","121","83","59.31","3","2","60.00","225","177","55.97","5","3","62.50","8.74","95.45","1.042","73","67","51","294","58.87","135","96","87","60.81"
"717","Arthur Kaliyev","L.A","R","51","523.13333333333","607","444","57.75","471","311","60.23","318","222","58.89","21","21","50.00","29.04","19.6","59.70","279","213","56.71","118","92","56.19","13","12","52.00","161","121","57.09","5","4","55.56","361","249","59.18","3","5","37.50","6.60","90.54","0.971","86","101","62","423","58.11","161","150","127","55.90"
"563","Max Comtois","CAR","L","1","13.066666666667","15","11","57.69","10","8","55.56","7","7","50.00","1","1","50.00","0.94","0.58","61.79","9","6","60.00","6","3","66.67","1","0","100.00","3","3","50.00","0","1","0.00","9","5","64.29","0","0","-","14.29","85.71","1.000","2","5","1","10","66.67","6","7","2","75.00"
"319","Sam Bennett","FLA","C","69","899.41666666667","1132","832","57.64","781","640","54.96","536","461","53.76","45","28","61.64","49.04","36.81","57.12","537","375","58.88","225","177","55.97","14","16","46.67","312","198","61.18","22","10","68.75","647","488","57.00","9","2","81.82","8.40","93.93","1.023","187","210","94","690","66.55","324","287","221","59.45"
"317","Sam Reinhart","FLA","C","82","1060.9666666667","1222","899","57.61","850","640","57.05","576","434","57.03","58","33","63.74","51.35","35.46","59.15","541","385","58.42","203","142","58.84","29","17","63.04","338","243","58.18","15","9","62.50","771","579","57.11","14","7","66.67","10.07","92.40","1.025","221","260","194","745","53.25","384","351","360","51.61"
"454","Matthew Tkachuk","FLA","L","80","1035.85","1313","969","57.54","895","758","54.14","617","549","52.92","56","40","58.33","57.44","44.41","56.40","643","445","59.10","274","204","57.32","23","22","51.11","369","241","60.49","24","16","60.00","741","560","56.96","9","2","81.82","9.08","92.71","1.018","217","250","117","794","64.97","386","344","244","61.27"
"392","Sebastian Aho","CAR","C","78","1074.7833333333","1237","915","57.48","911","694","56.76","581","490","54.25","58","31","65.17","53","44.24","54.50","533","436","55.01","206","175","54.07","29","18","61.70","327","261","55.61","24","13","64.86","805","519","60.80","5","0","100.00","9.98","93.67","1.037","227","173","102","826","69.00","414","268","275","60.09"
"264","Carter Verhaeghe","FLA","C","76","1034.75","1274","944","57.44","866","734","54.13","613","512","54.49","57","39","59.38","55.28","41","57.42","612","405","60.18","243","179","57.58","26","20","56.52","369","226","62.02","22","16","57.89","729","583","55.56","9","3","75.00","9.30","92.38","1.017","211","251","129","763","62.06","367","338","269","57.70"
"170","Ryan Nugent-Hopkins","EDM","C","80","1082","1264","943","57.27","923","677","57.69","657","465","58.56","59","45","56.73","67.75","43.42","60.94","668","480","58.19","313","183","63.10","36","26","58.06","355","297","54.45","18","15","54.55","727","509","58.82","5","4","55.56","8.98","90.32","0.993","237","205","149","688","61.40","435","294","310","58.39"
"620","Quinn Hughes","VAN","D","82","1540.6166666667","1675","1256","57.15","1160","956","54.82","763","671","53.21","92","55","62.59","75.51","62.32","54.78","803","589","57.69","345","294","53.99","56","34","62.22","458","295","60.82","22","15","59.46","1052","690","60.39","14","6","70.00","12.06","91.80","1.039","235","258","146","1063","61.68","542","406","336","61.73"
"831","Alex Steeves","TOR","C","1","9.3333333333333","8","6","57.14","8","3","72.73","4","2","66.67","0","1","0.00","0.6","0.22","72.97","4","4","50.00","2","1","66.67","0","0","-","2","3","40.00","0","1","0.00","5","1","83.33","0","0","-","0.00","50.00","0.500","1","4","0","8","100.00","2","6","2","50.00"
"566","Miro Heiskanen","DAL","D","71","1360.5666666667","1543","1161","57.06","1103","848","56.54","728","571","56.04","68","59","53.54","67.03","46.78","58.90","716","490","59.37","297","201","59.64","37","31","54.41","419","289","59.18","22","19","53.66","998","745","57.26","9","9","50.00","9.34","89.67","0.990","243","264","179","855","57.58","584","411","407","58.93"
"261","Jake Guentzel","CAR, PIT","C, L","67","1017","1298","978","57.03","941","742","55.91","650","515","55.79","60","44","57.69","61.36","44.51","57.96","644","469","57.86","260","190","57.78","30","25","54.55","384","279","57.92","17","15","53.13","806","536","60.06","13","3","81.25","9.23","91.46","1.007","214","269","91","722","70.16","449","371","248","64.42"
"449","Philippe Myers","T.B","D","5","56","65","49","57.02","44","34","56.41","28","25","52.83","1","3","25.00","3.05","2.62","53.81","36","23","61.02","14","13","51.85","0","1","0.00","22","10","68.75","1","2","33.33","30","21","58.82","0","0","-","3.57","88.00","0.916","9","5","4","52","69.23","16","9","6","72.73"
"830","Daniil Miromanov","CGY, VGK","D","24","426.13333333333","491","372","56.89","346","262","56.91","233","181","56.28","16","14","53.33","22.01","16.29","57.48","227","182","55.50","87","78","52.73","5","6","45.45","140","104","57.38","6","3","66.67","272","218","55.51","5","5","50.00","6.87","92.27","0.991","49","97","73","341","40.16","128","133","145","46.89"
"176","Sean Couturier","PHI","C","74","982.53333333333","1153","876","56.83","799","573","58.24","555","415","57.22","46","52","46.94","45.75","37.19","55.16","499","404","55.26","217","156","58.18","25","31","44.64","282","248","53.21","13","14","48.15","720","531","57.55","8","7","53.33","8.29","87.47","0.958","157","227","175","723","47.29","344","330","321","51.73"
"494","Jesper Bratt","N.J","L","82","1124.5833333333","1326","1009","56.79","939","767","55.04","650","549","54.21","70","54","56.45","64.1","49.24","56.56","664","468","58.66","267","210","55.97","34","31","52.31","397","258","60.61","28","16","63.64","755","587","56.26","8","7","53.33","10.77","90.16","1.009","237","310","177","906","57.25","397","418","329","54.68"
"786","Anton Lundell","FLA","C","78","956.5","1086","827","56.77","737","626","54.07","506","405","55.54","34","25","57.63","43.67","38.48","53.16","448","359","55.51","186","161","53.60","20","16","55.56","262","198","56.96","10","3","76.92","673","473","58.73","4","6","40.00","6.72","93.83","1.005","176","220","118","743","59.86","327","312","232","58.50"
"586","Eetu Luostarinen","FLA","C","82","988.48333333333","1091","832","56.73","748","626","54.44","510","404","55.80","31","35","46.97","43.44","36.34","54.45","444","350","55.92","184","151","54.93","19","21","47.50","260","199","56.64","7","7","50.00","690","489","58.52","4","7","36.36","6.08","91.34","0.974","193","246","138","760","58.31","329","324","248","57.02"
